circuit,pre_id,pre_name,pre_side,pre_segment,post_id,post_name,post_side,post_segment,connector_id,synaptic_area
ORN-PN,3963891,45a ORN right,r,,8247451,45a PN right,r,,18077697,4555.243231221297
ORN-PN,3963891,45a ORN right,r,,8247451,45a PN right,r,,18147063,9303.794152087612
ORN-PN,3963891,45a ORN right,r,,8247451,45a PN right,r,,18240680,5099.190093369949
ORN-PN,3963891,45a ORN right,r,,8247451,45a PN right,r,,18371843,7500.451380895192
ORN-PN,3963891,45a ORN right,r,,8247451,45a PN right,r,,19007793,2587.6712467677394
ORN-PN,3963891,45a ORN right,r,,8247451,45a PN right,r,,19289221,4248.280173718667
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4325302,21668.355440810297
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4327733,1887.863766216884
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4327733,15464.90525051409
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4327828,4398.802305919645
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4327974,28862.49905449887
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4327974,40690.72385625206
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4328071,9194.171489628843
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4328115,6045.077041855824
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4328205,4131.996622576936
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4328205,45608.59038038532
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,4328228,17136.8649769621
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,5261030,10158.518199685761
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,7711054,25885.259408034166
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,7711145,31030.658689324424
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,7711295,924.4769196334198
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,7711307,50624.09918545503
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,14929109,9088.40159892948
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,14930343,11118.596256329518
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,14934119,8543.978535839913
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,14935999,5876.122874159799
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,14935999,14054.087252460398
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,18346875,7609.971492527943
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,19092079,6015.915609481417
ORN-PN,3980315,82a ORN right,r,,8245146,82a PN right,r,,21134490,6012.07801753845
ORN-PN,3980315,82a ORN right,r,,8247451,45a PN right,r,,4327828,10593.00351601771
ORN-PN,3980315,82a ORN right,r,,8247451,45a PN right,r,,7711218,8370.231878851562
ORN-PN,3980315,82a ORN right,r,,8247451,45a PN right,r,,7711295,9467.330785871027
ORN-PN,3980315,82a ORN right,r,,8247451,45a PN right,r,,7711447,25781.564987136124
